task_id,digit,mnist_idx,is_black,nr,kappa,E_min,E_min_minus,E_max
143,9,57,0,6,2.0,-22.881364340616,-25.283288931465332,25.283288931465332
144,9,80,0,6,2.0,-23.264082817918016,-25.064244770556975,25.064244770556975
145,9,87,0,6,2.0,-21.161400172823033,-23.737013651534856,23.737013651534856
146,9,110,0,6,2.0,-21.770817310676854,-23.950422866517478,23.950422866517478
147,9,116,0,6,2.0,-21.24704617579141,-23.801163275623637,23.801163275623637
148,9,133,0,6,2.0,-24.305579979332308,-25.845529480748926,25.845529480748926
149,9,153,0,6,2.0,-23.464857611053883,-25.721095505294617,25.721095505294617
15,1,3,0,6,2.0,-26.231760537283847,-28.120873408401895,28.120873408401895
150,-1,-1,1,6,2.0,-30.0,-33.21486510777956,33.21486510777956
16,1,6,0,6,2.0,-26.918626696352337,-29.23684439312903,29.23684439312903
17,1,8,0,6,2.0,-26.67308862672394,-29.069216694718374,29.069216694718374
18,1,14,0,6,2.0,-28.340856374753084,-30.39187347125932,30.39187347125932
19,1,23,0,6,2.0,-26.469890871443898,-28.260120566449068,28.260120566449068
2,0,34,0,6,2.0,-23.520240942272554,-25.74074788785471,25.74074788785471
20,1,24,0,6,2.0,-23.851169490004356,-25.986917895779648,25.986917895779648
21,1,40,0,6,2.0,-27.585622149478834,-29.916942256346115,29.916942256346115
22,1,59,0,6,2.0,-26.836071059778977,-28.931825489233837,28.931825489233837
23,1,67,0,6,2.0,-25.360040741812114,-27.62461643499099,27.62461643499099
24,1,70,0,6,2.0,-25.23805438898268,-27.731641124170977,27.731641124170977
25,1,72,0,6,2.0,-26.64596895300015,-28.792756539750886,28.792756539750886
26,1,77,0,6,2.0,-26.47958182147496,-29.018011158555417,29.018011158555417
27,1,78,0,6,2.0,-27.402781656061034,-29.63348832598562,29.63348832598562
28,1,99,0,6,2.0,-27.709497975050457,-29.916630677183566,29.916630677183566
29,1,102,0,6,2.0,-29.80854408228086,-31.89008123862485,31.89008123862485
3,0,37,0,6,2.0,-21.76179797859938,-23.867781608280115,23.867781608280115
31,2,16,0,6,2.0,-23.050975858692485,-24.408750193074933,24.408750193074933
32,2,25,0,6,2.0,-21.948304002838817,-23.0855150258813,23.0855150258813
33,2,28,0,6,2.0,-21.40916920493901,-25.618629933732212,25.618629933732212
34,2,76,0,6,2.0,-26.007218409103025,-27.53331959844832,27.53331959844832
35,2,82,0,6,2.0,-22.39995407692146,-24.161389932997075,24.161389932997075
36,2,109,0,6,2.0,-22.720677944145457,-24.851990964315473,24.851990964315473
37,2,117,0,6,2.0,-21.621608639636143,-23.374149407587765,23.374149407587765
38,2,120,0,6,2.0,-22.27384434812087,-24.228383118634877,24.228383118634877
39,2,122,0,6,2.0,-25.55436173053489,-27.258113591356647,27.258113591356647
4,0,51,0,6,2.0,-22.99245533785867,-24.130433413906935,24.130433413906935
40,2,143,0,6,2.0,-20.455486102039984,-22.718440497203673,22.718440497203673
41,2,159,0,6,2.0,-20.708951754166367,-23.910747527650088,23.910747527650088
42,2,161,0,6,2.0,-23.64736252415899,-25.17324178555535,25.17324178555535
44,2,178,0,6,2.0,-24.378489276993196,-25.91575704952979,25.91575704952979
45,3,7,0,6,2.0,-22.637250260969285,-24.78009201154372,24.78009201154372
46,3,10,0,6,2.0,-24.478007924437822,-25.8231217409801,25.8231217409801
47,3,12,0,6,2.0,-23.417322966931046,-25.911184885555905,25.911184885555905
49,3,30,0,6,2.0,-23.32217793945306,-25.707144625463805,25.707144625463805
5,0,56,0,6,2.0,-22.005065801974432,-22.776441806638243,22.776441806638243
50,3,44,0,6,2.0,-23.645469389967207,-26.111707860354528,26.111707860354528
51,3,49,0,6,2.0,-23.401676480211396,-25.18004329670472,25.18004329670472
52,3,50,0,6,2.0,-22.5490647634894,-25.101251508108717,25.101251508108717
53,3,74,0,6,2.0,-23.880202806757648,-26.19250267519644,26.19250267519644
54,3,86,0,6,2.0,-25.4509329534269,-27.346340588625278,27.346340588625278
55,3,98,0,6,2.0,-23.79071740394062,-26.396725503467028,26.396725503467028
56,3,107,0,6,2.0,-22.173120588862066,-23.78299944203816,23.78299944203816
58,3,130,0,6,2.0,-23.692964718149117,-25.991739838900244,25.991739838900244
59,3,135,0,6,2.0,-22.51782442950185,-24.778256277457864,24.778256277457864
6,0,63,0,6,2.0,-20.72955652297724,-22.967323373093166,22.967323373093166
60,4,2,0,6,2.0,-21.79101583275813,-23.95050192912273,23.95050192912273
61,4,9,0,6,2.0,-23.514328104619025,-25.25461618025908,25.25461618025908
62,4,20,0,6,2.0,-21.73118543977071,-23.920827318552295,23.920827318552295
63,4,26,0,6,2.0,-22.535930844565474,-25.425880201923068,25.425880201923068
64,4,53,0,6,2.0,-23.855935676511237,-26.64336595925083,26.64336595925083
65,4,58,0,6,2.0,-21.001754771011537,-23.783331588996642,23.783331588996642
66,4,60,0,6,2.0,-24.14271448909664,-26.11426066940367,26.11426066940367
67,4,61,0,6,2.0,-25.064405524494983,-27.035003966233845,27.035003966233845
68,4,64,0,6,2.0,-22.174990363387625,-23.839464150913685,23.839464150913685
69,4,89,0,6,2.0,-21.819582593674504,-23.804005370386104,23.804005370386104
7,0,68,0,6,2.0,-22.99618397810467,-23.657488410846522,23.657488410846522
70,4,92,0,6,2.0,-20.849440589091415,-24.601795357146074,24.601795357146074
71,4,115,0,6,2.0,-22.39035602449535,-24.307329956089156,24.307329956089156
72,4,127,0,6,2.0,-23.761171496827448,-25.76868030078433,25.76868030078433
73,4,131,0,6,2.0,-21.08710454300589,-23.293292525406248,23.293292525406248
74,4,139,0,6,2.0,-22.569665663178004,-23.86004269175868,23.86004269175868
75,5,0,0,6,2.0,-22.909407563893865,-24.924774330951692,24.924774330951692
76,5,11,0,6,2.0,-24.444851486448737,-25.246759214010666,25.246759214010666
77,5,35,0,6,2.0,-26.176479853851973,-27.973380965055075,27.973380965055075
78,5,47,0,6,2.0,-25.22321639833527,-26.228707251378754,26.228707251378754
79,5,65,0,6,2.0,-25.453562997450167,-28.10147385188697,28.10147385188697
8,0,69,0,6,2.0,-20.878383617126914,-23.345485153689214,23.345485153689214
80,5,100,0,6,2.0,-23.987600854610708,-26.10615628470913,26.10615628470913
81,5,132,0,6,2.0,-27.79953258087084,-29.770449104557226,29.770449104557226
82,5,138,0,6,2.0,-22.78752583975604,-24.511859086703595,24.511859086703595
83,5,145,0,6,2.0,-22.23677582418732,-24.47503038438951,24.47503038438951
84,5,173,0,6,2.0,-24.397007174367427,-25.517231031057012,25.517231031057012
85,5,175,0,6,2.0,-23.296276148880896,-25.651029174097854,25.651029174097854
86,5,182,0,6,2.0,-24.577400770830142,-26.229466176229245,26.229466176229245
87,5,191,0,6,2.0,-23.550745075445466,-25.475488480606586,25.475488480606586
88,5,219,0,6,2.0,-24.711383324783256,-26.647335046720304,26.647335046720304
89,5,236,0,6,2.0,-22.270592329351306,-24.02420427372266,24.02420427372266
9,0,75,0,6,2.0,-22.43519160197409,-24.104025546794976,24.104025546794976
90,6,13,0,6,2.0,-21.66032873695834,-23.69055887919647,23.69055887919647
91,6,18,0,6,2.0,-22.864401234482504,-25.11541180964027,25.11541180964027
92,6,32,0,6,2.0,-27.23767689478892,-28.90858090476413,28.90858090476413
93,6,36,0,6,2.0,-22.92460672758783,-25.03215306625731,25.03215306625731
94,6,39,0,6,2.0,-24.555092933419555,-26.95782510270797,26.95782510270797
95,6,62,0,6,2.0,-22.910618062545208,-24.96405559966049,24.96405559966049
96,6,66,0,6,2.0,-23.234066947410316,-25.64951058859491,25.64951058859491
97,6,73,0,6,2.0,-23.935357661215548,-26.044489652288515,26.044489652288515
98,6,83,0,6,2.0,-22.418803061565423,-24.9033165429957,24.9033165429957
99,6,90,0,6,2.0,-22.032093439725838,-23.951538708056656,23.951538708056656
0,0,1,0,7,2.0,-31.62044521792823,-34.23775670004801,34.23775670004801
1,0,21,0,7,2.0,-31.764618124422153,-33.75649181672831,33.75649181672831
10,0,81,0,7,2.0,-31.102071328275645,-33.629991680171294,33.629991680171294
100,6,93,0,7,2.0,-32.57543603560352,-36.098293305171985,36.098293305171985
101,6,106,0,7,2.0,-33.984705994896935,-35.86832309965098,35.86832309965098
102,6,126,0,7,2.0,-33.724669823506964,-36.91816392666849,36.91816392666849
103,6,129,0,7,2.0,-32.434845406744266,-35.16913061065521,35.16913061065521
104,6,147,0,7,2.0,-35.00728091106445,-37.8291437372459,37.8291437372459
105,7,15,0,7,2.0,-33.4430882235025,-35.17087633765798,35.17087633765798
106,7,29,0,7,2.0,-37.317880993151945,-40.89216508220321,40.89216508220321
107,7,38,0,7,2.0,-31.261871505651975,-34.268636222556516,34.268636222556516
108,7,42,0,7,2.0,-38.30476728628591,-41.56402432160916,41.56402432160916
109,7,52,0,7,2.0,-34.00930319582603,-36.64298843653969,36.64298843653969
11,0,88,0,7,2.0,-32.572235420034666,-34.0356423102745,34.0356423102745
110,7,71,0,7,2.0,-33.048162917498296,-35.28290893421645,35.28290893421645
114,7,96,0,7,2.0,-37.813840807053175,-40.489602436063564,40.489602436063564
115,7,101,0,7,2.0,-34.46594880167409,-36.71556594832396,36.71556594832396
116,7,103,0,7,2.0,-34.51270870140969,-37.046019664762,37.046019664762
117,7,123,0,7,2.0,-34.19151843500779,-36.55501164508382,36.55501164508382
118,7,140,0,7,2.0,-38.85036925692977,-39.03479439714433,39.03479439714433
119,7,141,0,7,2.0,-33.74322175200057,-36.618599865404114,36.618599865404114
12,0,95,0,7,2.0,-34.758822627671265,-37.594228228543045,37.594228228543045
120,8,17,0,7,2.0,-32.106532711396746,-34.28618441031536,34.28618441031536
121,8,31,0,7,2.0,-34.135436448276735,-36.87338784218331,36.87338784218331
122,8,41,0,7,2.0,-33.47069010610849,-35.976002425412155,35.976002425412155
123,8,46,0,7,2.0,-34.53481439201153,-37.65143242069557,37.65143242069557
124,8,55,0,7,2.0,-31.29414376413102,-33.87215423099474,33.87215423099474
125,8,85,0,7,2.0,-31.90768921000152,-34.3921332388184,34.3921332388184
126,8,94,0,7,2.0,-33.87675812416193,-37.128470223088044,37.128470223088044
127,8,97,0,7,2.0,-32.331812111960744,-34.56747488527866,34.56747488527866
128,8,125,0,7,2.0,-33.651490619515414,-36.08624626613137,36.08624626613137
129,8,137,0,7,2.0,-35.963978796672336,-38.77148725784673,38.77148725784673
13,0,108,0,7,2.0,-34.333581492360885,-36.002035357089504,36.002035357089504
131,8,146,0,7,2.0,-32.66690266796179,-35.39389007746764,35.39389007746764
132,8,160,0,7,2.0,-36.69231674176942,-39.560478538218675,39.560478538218675
133,8,188,0,7,2.0,-34.61138300720853,-35.49954206863447,35.49954206863447
134,8,197,0,7,2.0,-33.53018648953291,-36.49083391271555,36.49083391271555
135,9,4,0,7,2.0,-31.73456204289547,-35.38182829363234,35.38182829363234
136,9,19,0,7,2.0,-34.89028058876435,-37.69824237026073,37.69824237026073
137,9,22,0,7,2.0,-34.79608208592734,-37.15942488614816,37.15942488614816
138,9,33,0,7,2.0,-34.53003171344536,-36.8364290108768,36.8364290108768
139,9,43,0,7,2.0,-34.94815639784857,-37.74683587045331,37.74683587045331
14,0,114,0,7,2.0,-32.5569826420312,-34.979740466199246,34.979740466199246
140,9,45,0,7,2.0,-32.617709709008274,-36.227463425245965,36.227463425245965
141,9,48,0,7,2.0,-36.51434426776675,-39.24092267016229,39.24092267016229
143,9,57,0,7,2.0,-34.717540242893385,-37.649986563823695,37.649986563823695
144,9,80,0,7,2.0,-32.60100633039764,-35.45807486546055,35.45807486546055
145,9,87,0,7,2.0,-31.94833110044389,-34.28651772982815,34.28651772982815
146,9,110,0,7,2.0,-34.632270023703526,-37.67163905424533,37.67163905424533
147,9,116,0,7,2.0,-33.3845380445099,-37.41701992158944,37.41701992158944
148,9,133,0,7,2.0,-35.51288445540898,-38.91201339860076,38.91201339860076
149,9,153,0,7,2.0,-35.20717855650216,-38.04247130213014,38.04247130213014
15,1,3,0,7,2.0,-37.66396210886974,-40.41535085151842,40.41535085151842
150,-1,-1,1,7,2.0,-42.0,-46.32864621774721,46.32864621774721
16,1,6,0,7,2.0,-40.61235120618711,-43.612878566236894,43.612878566236894
17,1,8,0,7,2.0,-42.08486801775325,-45.338244082434144,45.338244082434144
18,1,14,0,7,2.0,-44.185305408318094,-47.39368272747284,47.39368272747284
19,1,23,0,7,2.0,-37.39426310711476,-38.945065423918585,38.945065423918585
2,0,34,0,7,2.0,-32.25637004904032,-35.62511821826433,35.62511821826433
20,1,24,0,7,2.0,-33.36445466378182,-36.78023463245044,36.78023463245044
21,1,40,0,7,2.0,-41.021688486038826,-44.49240314272702,44.49240314272702
22,1,59,0,7,2.0,-38.51393215103515,-41.641473438249065,41.641473438249065
23,1,67,0,7,2.0,-36.06764900006641,-39.57793405514508,39.57793405514508
24,1,70,0,7,2.0,-35.61212080205581,-39.11912903219468,39.11912903219468
25,1,72,0,7,2.0,-44.46231445206581,-47.68713218359393,47.68713218359393
26,1,77,0,7,2.0,-39.81910913824876,-42.750104551600565,42.750104551600565
27,1,78,0,7,2.0,-38.117297473471005,-40.78221275851092,40.78221275851092
28,1,99,0,7,2.0,-38.651777964853125,-41.80533870752591,41.80533870752591
29,1,102,0,7,2.0,-45.6563762848266,-48.84624245857925,48.84624245857925
3,0,37,0,7,2.0,-32.9176812498153,-35.750568114355616,35.750568114355616
30,2,5,0,7,2.0,-32.9467300456684,-35.52615115154508,35.52615115154508
31,2,16,0,7,2.0,-33.164694448612934,-36.1408548997089,36.1408548997089
32,2,25,0,7,2.0,-31.344796317726722,-33.925733937952856,33.925733937952856
33,2,28,0,7,2.0,-30.594035103977525,-32.27604594149071,32.27604594149071
34,2,76,0,7,2.0,-34.245475478886156,-36.3903264902695,36.3903264902695
35,2,82,0,7,2.0,-31.895909310087973,-34.49565959064635,34.49565959064635
36,2,109,0,7,2.0,-35.28122495252286,-37.48751345069021,37.48751345069021
37,2,117,0,7,2.0,-29.035174166565188,-32.025021943542214,32.025021943542214
38,2,120,0,7,2.0,-31.931016568579285,-33.54020965760462,33.54020965760462
39,2,122,0,7,2.0,-33.461146491402054,-35.887783272398686,35.887783272398686
4,0,51,0,7,2.0,-32.14258208901383,-34.091856245810256,34.091856245810256
40,2,143,0,7,2.0,-35.8201043390881,-38.80127598505279,38.80127598505279
41,2,159,0,7,2.0,-29.47272180115073,-32.75624411038307,32.75624411038307
42,2,161,0,7,2.0,-30.878766522431256,-33.269671539321706,33.269671539321706
43,2,171,0,7,2.0,-30.017112660329023,-32.469412676691086,32.469412676691086
44,2,178,0,7,2.0,-32.79025601611777,-34.712772633642246,34.712772633642246
45,3,7,0,7,2.0,-32.12711110012185,-34.51918685474307,34.51918685474307
46,3,10,0,7,2.0,-36.41292022449375,-39.26083711603388,39.26083711603388
47,3,12,0,7,2.0,-32.86048953121189,-35.582554589183104,35.582554589183104
48,3,27,0,7,2.0,-31.632331480066767,-34.354250470708884,34.354250470708884
49,3,30,0,7,2.0,-31.048264369540696,-33.00537056084001,33.00537056084001
5,0,56,0,7,2.0,-33.38028389231471,-35.47913796863002,35.47913796863002
50,3,44,0,7,2.0,-33.24727777455918,-36.375026697534196,36.375026697534196
51,3,49,0,7,2.0,-33.31136692405391,-35.99229891539502,35.99229891539502
52,3,50,0,7,2.0,-37.962723497527186,-40.64854722357907,40.64854722357907
53,3,74,0,7,2.0,-35.0390856817563,-37.800624217421145,37.800624217421145
55,3,98,0,7,2.0,-34.14956276165701,-37.10817713030086,37.10817713030086
56,3,107,0,7,2.0,-35.33448339210176,-38.09197668316657,38.09197668316657
57,3,111,0,7,2.0,-27.762476806527594,-31.37404389371031,31.37404389371031
58,3,130,0,7,2.0,-36.11906853232504,-38.4384550514107,38.4384550514107
59,3,135,0,7,2.0,-33.074579071499876,-35.729464141501126,35.729464141501126
6,0,63,0,7,2.0,-31.683489344531477,-33.54970557803139,33.54970557803139
60,4,2,0,7,2.0,-33.003775922810256,-35.29697293403267,35.29697293403267
61,4,9,0,7,2.0,-34.0894865772768,-36.7910370314046,36.7910370314046
62,4,20,0,7,2.0,-32.4128626429215,-34.79585571523874,34.79585571523874
63,4,26,0,7,2.0,-37.00465131083908,-39.8741680454023,39.8741680454023
65,4,58,0,7,2.0,-34.97893085988562,-38.08068910162536,38.08068910162536
66,4,60,0,7,2.0,-33.332623140231114,-35.92372647159616,35.92372647159616
67,4,61,0,7,2.0,-33.99006599595706,-36.72772688926992,36.72772688926992
68,4,64,0,7,2.0,-31.341395223706634,-33.03182129551278,33.03182129551278
69,4,89,0,7,2.0,-32.79146276649977,-33.956268157395456,33.956268157395456
7,0,68,0,7,2.0,-34.65574472636966,-36.448736139966684,36.448736139966684
70,4,92,0,7,2.0,-36.61114136697937,-39.32750450078768,39.32750450078768
71,4,115,0,7,2.0,-32.8924475843938,-35.47297872424181,35.47297872424181
72,4,127,0,7,2.0,-33.28089857701538,-34.914197246551026,34.914197246551026
74,4,139,0,7,2.0,-33.55714708739189,-36.664692067196285,36.664692067196285
75,5,0,0,7,2.0,-33.87181682665695,-36.56045104068079,36.56045104068079
76,5,11,0,7,2.0,-35.82752126936313,-37.685514383540216,37.685514383540216
77,5,35,0,7,2.0,-33.393573358906245,-35.374606448014724,35.374606448014724
78,5,47,0,7,2.0,-34.86323435475029,-37.16526193311117,37.16526193311117
79,5,65,0,7,2.0,-35.59567018183545,-38.48034531090176,38.48034531090176
8,0,69,0,7,2.0,-33.747572989575275,-36.568673120560796,36.568673120560796
80,5,100,0,7,2.0,-34.9690832254245,-36.51633823455448,36.51633823455448
81,5,132,0,7,2.0,-39.83816807284853,-42.78447314397679,42.78447314397679
82,5,138,0,7,2.0,-33.87117385729177,-34.11754665382131,34.11754665382131
83,5,145,0,7,2.0,-34.651343592251585,-37.67324216981773,37.67324216981773
84,5,173,0,7,2.0,-37.345317526320414,-40.488220832109675,40.488220832109675
85,5,175,0,7,2.0,-34.918700427322555,-37.54726569480539,37.54726569480539
86,5,182,0,7,2.0,-34.5548304314089,-36.28234676636234,36.28234676636234
87,5,191,0,7,2.0,-34.21859960241385,-37.30420097656948,37.30420097656948
88,5,219,0,7,2.0,-35.053694974064214,-37.02163951222542,37.02163951222542
89,5,236,0,7,2.0,-30.736602272719736,-32.90440598491464,32.90440598491464
90,6,13,0,7,2.0,-31.60334608155235,-34.239083111808625,34.239083111808625
91,6,18,0,7,2.0,-36.951364650216,-39.29715729570517,39.29715729570517
92,6,32,0,7,2.0,-33.85323532819759,-36.172607137570274,36.172607137570274
93,6,36,0,7,2.0,-33.644376192695404,-35.29532467789791,35.29532467789791
94,6,39,0,7,2.0,-35.25775934148106,-38.266884762659735,38.266884762659735
95,6,62,0,7,2.0,-33.91942699979103,-36.82954110014104,36.82954110014104
96,6,66,0,7,2.0,-32.67544463540734,-35.534357607741754,35.534357607741754
98,6,83,0,7,2.0,-31.113937520510973,-34.86897601608185,34.86897601608185
99,6,90,0,7,2.0,-32.246785798332674,-34.808855388221346,34.808855388221346
0,0,1,0,8,2.0,-47.447057584155004,-50.318324395324524,50.318324395324524
1,0,21,0,8,2.0,-44.10949924127853,-46.8042367639436,46.8042367639436
10,0,81,0,8,2.0,-48.425768988174994,-51.48462094104139,51.48462094104139
100,6,93,0,8,2.0,-46.35673534735188,-50.04847040939515,50.04847040939515
101,6,106,0,8,2.0,-47.41373959517182,-51.644096148584374,51.644096148584374
102,6,126,0,8,2.0,-45.435698268370274,-45.707422339888524,45.707422339888524
103,6,129,0,8,2.0,-44.467160073976395,-47.61035397792905,47.61035397792905
107,7,38,0,8,2.0,-47.411614104522634,-49.89280987749242,49.89280987749242
108,7,42,0,8,2.0,-51.239520447255394,-55.16752194721307,55.16752194721307
109,7,52,0,8,2.0,-45.74753235133941,-53.100503876028895,53.100503876028895
11,0,88,0,8,2.0,-48.88056138345051,-51.50079271951603,51.50079271951603
110,7,71,0,8,2.0,-49.83560240148936,-53.129660429062355,53.129660429062355
111,7,79,0,8,2.0,-51.261083551806784,-54.879311430413225,54.879311430413225
112,7,84,0,8,2.0,-53.36189083445362,-57.13931264720643,57.13931264720643
113,7,91,0,8,2.0,-45.86620075173918,-48.8167073559244,48.8167073559244
114,7,96,0,8,2.0,-49.0562403511746,-53.34052758925481,53.34052758925481
115,7,101,0,8,2.0,-46.13904246661157,-48.586459116165436,48.586459116165436
116,7,103,0,8,2.0,-47.441895528305395,-53.36924695639253,53.36924695639253
117,7,123,0,8,2.0,-49.048980944449475,-51.748054929341784,51.748054929341784
118,7,140,0,8,2.0,-49.44844506248221,-52.734403625843825,52.734403625843825
119,7,141,0,8,2.0,-48.32502287143585,-52.371398600091844,52.371398600091844
12,0,95,0,8,2.0,-48.72436049499599,-51.845177858770285,51.845177858770285
120,8,17,0,8,2.0,-48.98389979652255,-53.27394041935122,53.27394041935122
121,8,31,0,8,2.0,-43.005091282980935,-46.810341674692026,46.810341674692026
122,8,41,0,8,2.0,-46.789911196716155,-51.27093557189753,51.27093557189753
124,8,55,0,8,2.0,-44.64783057829077,-47.64018295579608,47.64018295579608
125,8,85,0,8,2.0,-45.49654943710557,-47.67377350983439,47.67377350983439
127,8,97,0,8,2.0,-45.745474817417495,-50.19955301044664,50.19955301044664
128,8,125,0,8,2.0,-47.405721545337215,-51.533798840970654,51.533798840970654
129,8,137,0,8,2.0,-46.94623551055311,-49.70079237760006,49.70079237760006
13,0,108,0,8,2.0,-44.35944232005923,-46.63347621221786,46.63347621221786
130,8,144,0,8,2.0,-49.04872384470841,-51.62797515771972,51.62797515771972
131,8,146,0,8,2.0,-48.53017572802446,-52.03299065328048,52.03299065328048
132,8,160,0,8,2.0,-47.91892105963869,-51.09237700411929,51.09237700411929
134,8,197,0,8,2.0,-48.34475954183672,-51.8061503050517,51.8061503050517
135,9,4,0,8,2.0,-51.11229682321361,-54.64084761872196,54.64084761872196
136,9,19,0,8,2.0,-49.59870719947946,-52.87904907761897,52.87904907761897
137,9,22,0,8,2.0,-47.671267964387816,-50.3915445706464,50.3915445706464
138,9,33,0,8,2.0,-50.54847141772351,-54.370165213071196,54.370165213071196
139,9,43,0,8,2.0,-48.75629883955631,-53.11917439592208,53.11917439592208
14,0,114,0,8,2.0,-43.78682827702184,-46.014088574655254,46.014088574655254
140,9,45,0,8,2.0,-51.620707602309075,-54.940443221545706,54.940443221545706
141,9,48,0,8,2.0,-48.99992899941497,-52.43772451343718,52.43772451343718
142,9,54,0,8,2.0,-44.92184510911893,-48.591498655996126,48.591498655996126
143,9,57,0,8,2.0,-48.07269038844693,-51.49777992129688,51.49777992129688
144,9,80,0,8,2.0,-47.5022336455391,-50.519399472670045,50.519399472670045
145,9,87,0,8,2.0,-47.41707609538355,-50.81376539870765,50.81376539870765
146,9,110,0,8,2.0,-49.72812641147087,-53.77179334872462,53.77179334872462
147,9,116,0,8,2.0,-49.806452933569226,-53.643846845768266,53.643846845768266
148,9,133,0,8,2.0,-49.378277215519944,-53.22485213937443,53.22485213937443
149,9,153,0,8,2.0,-48.47783132689585,-52.05573192059622,52.05573192059622
15,1,3,0,8,2.0,-51.94356168961148,-55.650013941939065,55.650013941939065
150,-1,-1,1,8,2.0,-56.0,-61.60515319948551,61.60515319948551
16,1,6,0,8,2.0,-52.805627255113706,-57.154267102276386,57.154267102276386
17,1,8,0,8,2.0,-53.935250483914615,-57.142526205731606,57.142526205731606
18,1,14,0,8,2.0,-54.67438085828936,-58.53560331707672,58.53560331707672
19,1,23,0,8,2.0,-51.40451384398584,-55.02761718006891,55.02761718006891
2,0,34,0,8,2.0,-43.8499629798343,-47.109147576738074,47.109147576738074
21,1,40,0,8,2.0,-54.11460870812934,-55.95635821976391,55.95635821976391
22,1,59,0,8,2.0,-53.45113292141594,-56.92119984087616,56.92119984087616
23,1,67,0,8,2.0,-51.736985216944326,-56.064748503888076,56.064748503888076
24,1,70,0,8,2.0,-51.0442373471039,-53.986588216816024,53.986588216816024
25,1,72,0,8,2.0,-52.199295112417545,-56.45219623721457,56.45219623721457
26,1,77,0,8,2.0,-51.54384775388263,-52.491864515235605,52.491864515235605
27,1,78,0,8,2.0,-49.36890599001635,-51.90147842506309,51.90147842506309
28,1,99,0,8,2.0,-51.51049755606815,-52.34409899611096,52.34409899611096
29,1,102,0,8,2.0,-55.22735655333801,-59.20458592332434,59.20458592332434
3,0,37,0,8,2.0,-43.35259574414232,-45.81637275120845,45.81637275120845
31,2,16,0,8,2.0,-43.52439399850078,-45.65954468527619,45.65954468527619
32,2,25,0,8,2.0,-41.04513456231728,-42.96063858765548,42.96063858765548
33,2,28,0,8,2.0,-45.364863990481076,-48.82735369743751,48.82735369743751
34,2,76,0,8,2.0,-46.62676612877328,-49.379898799074354,49.379898799074354
35,2,82,0,8,2.0,-43.553264938603235,-47.69453058119967,47.69453058119967
36,2,109,0,8,2.0,-47.18171709188298,-49.83571710830914,49.83571710830914
37,2,117,0,8,2.0,-40.88280271795852,-45.285374116981714,45.285374116981714
38,2,120,0,8,2.0,-46.54683699451505,-50.16340998770197,50.16340998770197
40,2,143,0,8,2.0,-47.372827486141375,-51.355616992580885,51.355616992580885
41,2,159,0,8,2.0,-45.41634512427744,-49.78275319879083,49.78275319879083
42,2,161,0,8,2.0,-41.495270254137765,-43.60263564880152,43.60263564880152
43,2,171,0,8,2.0,-44.79663143353879,-49.10454796215651,49.10454796215651
44,2,178,0,8,2.0,-44.08182828807279,-45.24523173135559,45.24523173135559
45,3,7,0,8,2.0,-43.21906096502318,-46.74152277633916,46.74152277633916
46,3,10,0,8,2.0,-47.41782168505057,-50.701403189485774,50.701403189485774
49,3,30,0,8,2.0,-47.838128525055495,-51.75303607212702,51.75303607212702
5,0,56,0,8,2.0,-42.88539480649781,-45.264163452187,45.264163452187
50,3,44,0,8,2.0,-48.429616809267976,-52.371322279997464,52.371322279997464
51,3,49,0,8,2.0,-44.81524254127158,-48.88070578390162,48.88070578390162
52,3,50,0,8,2.0,-50.66074504818307,-53.57630363686579,53.57630363686579
55,3,98,0,8,2.0,-48.379519833407606,-52.257496348062894,52.257496348062894
56,3,107,0,8,2.0,-49.10058276090339,-52.215567796011136,52.215567796011136
58,3,130,0,8,2.0,-46.60554249137997,-50.03566191141882,50.03566191141882
59,3,135,0,8,2.0,-45.57333189824297,-49.69079177596089,49.69079177596089
60,4,2,0,8,2.0,-50.384302620448175,-54.16485242476386,54.16485242476386
61,4,9,0,8,2.0,-47.401240552847895,-50.68277820088876,50.68277820088876
63,4,26,0,8,2.0,-49.08045893187847,-52.79372789631529,52.79372789631529
64,4,53,0,8,2.0,-46.90776888015787,-51.20447274969673,51.20447274969673
65,4,58,0,8,2.0,-47.50978447318303,-51.84500822954195,51.84500822954195
66,4,60,0,8,2.0,-43.61222076769813,-47.42529726036481,47.42529726036481
67,4,61,0,8,2.0,-46.933569709396586,-51.17175655173488,51.17175655173488
68,4,64,0,8,2.0,-44.18145045197736,-45.765304488814,45.765304488814
69,4,89,0,8,2.0,-45.81491306659129,-47.75216009103973,47.75216009103973
7,0,68,0,8,2.0,-46.90567367951728,-49.29391939166765,49.29391939166765
70,4,92,0,8,2.0,-51.31933637868056,-55.1065673435995,55.1065673435995
71,4,115,0,8,2.0,-48.59952167643316,-52.16552332074591,52.16552332074591
72,4,127,0,8,2.0,-44.09785977883843,-47.30793918442606,47.30793918442606
73,4,131,0,8,2.0,-43.35265180616058,-47.70609093065253,47.70609093065253
74,4,139,0,8,2.0,-46.25917945881838,-50.77090670098428,50.77090670098428
75,5,0,0,8,2.0,-45.286966790397024,-45.777081720188015,45.777081720188015
76,5,11,0,8,2.0,-51.13857949404223,-53.943812328339675,53.943812328339675
77,5,35,0,8,2.0,-49.35070826162133,-52.73400730742502,52.73400730742502
78,5,47,0,8,2.0,-48.19936525543729,-48.564657060404215,48.564657060404215
